"w1","w2","prediction","rank"
"if","we","have",36
"if","we","just",6
"if","we","really",4
"if","we","want",15
"if","we","wanted",8
"if","we","went",3
"if","we","were",46
"if","you","add",8
"if","you","already",9
"if","you","are",1309
"if","you","arent",32
"if","you","ask",42
"if","you","asked",6
"if","you","believe",30
"if","you","bought",5
"if","you","bring",9
"if","you","buy",14
"if","you","can",203
"if","you","cannot",9
"if","you","cant",94
"if","you","care",5
"if","you","choose",11
"if","you","could",81
"if","you","cut",3
"if","you","decide",6
"if","you","did",66
"if","you","do",484
"if","you","drive",5
"if","you","eat",7
"if","you","enjoy",8
"if","you","ever",73
"if","you","expect",3
"if","you","fall",8
"if","you","feel",23
"if","you","find",35
"if","you","from",4
"if","you","get",88
"if","you","give",25
"if","you","go",41
"if","you","got",26
"if","you","had",58
"if","you","happen",9
"if","you","have",577
"if","you","hear",11
"if","you","hold",5
"if","you","include",3
"if","you","just",24
"if","you","keep",22
"if","you","knew",11
"if","you","know",86
"if","you","let",9
"if","you","like",145
"if","you","liked",8
"if","you","listen",14
"if","you","live",43
"if","you","look",48
"if","you","love",74
"if","you","made",6
"if","you","make",24
"if","you","manage",3
"if","you","might",5
"if","you","missed",23
"if","you","must",7
"if","you","need",170
"if","you","never",12
"if","you","or",14
"if","you","order",7
"if","you","plan",17
"if","you","prefer",20
"if","you","put",13
"if","you","really",40
"if","you","remember",15
"if","you","run",6
"if","you","say",27
"if","you","see",51
"if","you","send",6
"if","you","sit",4
"if","you","spend",6
"if","you","spot",3
"if","you","start",9
"if","you","still",24
"if","you","stop",5
"if","you","take",21
"if","you","talk",6
"if","you","tell",7
"if","you","think",80
"if","you","thought",12
"if","you","took",4
"if","you","tried",6
"if","you","try",19
"if","you","use",32
"if","you","wake",6
"if","you","want",441
"if","you","wanted",13
"if","you","watch",13
"if","you","were",143
"if","you","will",60
"if","you","win",13
"if","you","wish",23
"if","you","work",12
"if","you","would",77
"if","youd","like",55
"if","youd","rather",4
"if","your","new",3
"if","youve","been",16
"if","youve","ever",11
"if","youve","got",21
"if","youve","never",16
"if","youve","read",6
"ignorance","of","the",4
"image","of","the",22
"images","of","the",22
"images","on","the",4
"imagine","life","without",4
"imagine","that","it",8
"imagine","what","it",5
"immediately","thought","of",7
"immediately","went","to",4
"immigration","and","customs",9
"impact","of","their",3
"impact","on","my",6
"impact","on","our",5
"impact","on","the",32
"impact","on","your",3
"impervious","to","the",3
"importance","of","having",6
"importance","of","the",16
"importance","of","this",4
"important","as","the",4
"important","enough","to",6
"important","for","the",13
"important","is","that",9
"important","it","is",19
"important","part","of",33
"important","people","in",3
"important","question","is",3
"important","step","in",3
"important","than","any",4
"important","than","the",12
"important","that","the",7
"important","thing","for",3
"important","thing","in",6
"important","thing","is",20
"important","things","in",5
"important","to","be",10
"important","to","have",10
"important","to","keep",4
"important","to","know",10
"important","to","me",25
"important","to","note",9
"important","to","remember",5
"important","to","stay",3
"important","to","the",18
"important","to","you",15
"impossible","for","me",5
"impossible","i","am",4
"impossible","to","get",15
"impressed","by","the",15
"impressed","with","him",3
"impressed","with","how",3
"impressed","with","the",26
"impression","that","a",3
"impressive","amount","of",3
"improper","use","of",5
"improvement","in","the",9
"improvements","in","the",5
"in","a","and",3
"in","a","bad",40
"in","a","ball",5
"in","a","band",13
"in","a","bar",20
"in","a","basket",7
"in","a","beautiful",11
"in","a","better",18
"in","a","bid",12
"in","a","big",43
"in","a","bigger",6
"in","a","bit",53
"in","a","black",12
"in","a","blanket",4
"in","a","blender",17
"in","a","blog",9
"in","a","body",4
"in","a","book",17
"in","a","booth",7
"in","a","bottle",9
"in","a","bowl",49
"in","a","box",37
"in","a","bucket",3
"in","a","building",4
"in","a","bunch",6
"in","a","cafe",5
"in","a","car",46
"in","a","case",14
"in","a","cast",4
"in","a","cave",7
"in","a","certain",7
"in","a","church",6
"in","a","city",26
"in","a","classic",3
"in","a","classroom",6
"in","a","coffin",4
"in","a","cold",5
"in","a","college",4
"in","a","coma",11
"in","a","completely",3
"in","a","computer",3
"in","a","conference",10
"in","a","constant",4
"in","a","container",6
"in","a","conversation",6
"in","a","convertible",3
"in","a","cool",5
"in","a","corner",14
"in","a","country",17
"in","a","couple",76
"in","a","crash",8
"in","a","crazy",3
"in","a","crisis",8
"in","a","crowded",5
"in","a","cup",10
"in","a","dark",20
"in","a","day",37
"in","a","debate",6
"in","a","deep",10
"in","a","degree",5
"in","a","different",47
"in","a","direct",3
"in","a","discussion",5
"in","a","domestic",4
"in","a","double",8
"in","a","dream",9
"in","a","fair",7
"in","a","family",10
"in","a","few",229
"in","a","field",15
"in","a","fight",17
"in","a","film",11
"in","a","fine",3
"in","a","fire",10
"in","a","food",17
"in","a","foreign",6
"in","a","free",8
"in","a","frying",10
"in","a","full",8
"in","a","fun",4
"in","a","funny",3
"in","a","gallery",3
"in","a","game",52
"in","a","generation",4
"in","a","glass",9
"in","a","golden",3
"in","a","good",80
"in","a","great",27
"in","a","group",21
"in","a","hearing",4
"in","a","heavy",9
"in","a","high",5
"in","a","hit",3
"in","a","hole",17
"in","a","home",15
"in","a","hospital",12
"in","a","hot",12
"in","a","hotel",24
"in","a","hour",9
"in","a","house",25
"in","a","huge",8
"in","a","hurry",23
"in","a","jar",9
"in","a","jet",3
"in","a","job",5
"in","a","kind",5
"in","a","kitchen",5
"in","a","land",6
"in","a","law",3
"in","a","lifetime",17
"in","a","line",5
"in","a","little",47
"in","a","local",12
"in","a","long",89
"in","a","lot",48
"in","a","loving",4
"in","a","low",5
"in","a","magazine",6
"in","a","major",12
"in","a","mall",4
"in","a","marriage",4
"in","a","massive",5
"in","a","matter",21
"in","a","meeting",16
"in","a","mental",3
"in","a","million",14
"in","a","minute",23
"in","a","mirror",8
"in","a","moment",12
"in","a","month",26
"in","a","more",21
"in","a","movie",23
"in","a","much",6
"in","a","neighborhood",6
"in","a","new",78
"in","a","news",37
"in","a","newspaper",4
"in","a","nutshell",10
"in","a","package",5
"in","a","packed",4
"in","a","painting",3
"in","a","panel",3
"in","a","panic",3
"in","a","park",9
"in","a","particular",10
"in","a","period",5
"in","a","person",4
"in","a","personal",6
"in","a","phone",20
"in","a","photo",9
"in","a","pickle",3
"in","a","pile",6
"in","a","pinch",6
"in","a","pink",4
"in","a","pirate",3
"in","a","place",27
"in","a","plastic",7
"in","a","point",3
"in","a","police",7
"in","a","pool",9
"in","a","position",36
"in","a","positive",9
"in","a","post",9
"in","a","pretty",7
"in","a","previous",9
"in","a","private",15
"in","a","public",27
"in","a","quiet",9
"in","a","race",13
"in","a","rather",4
"in","a","real",7
"in","a","reality",4
"in","a","really",15
"in","a","red",9
"in","a","relationship",41
"in","a","relatively",3
"in","a","restaurant",19
"in","a","room",45
"in","a","row",197
"in","a","run",8
"in","a","rush",5
"in","a","safe",10
"in","a","sauce",7
"in","a","scene",10
"in","a","school",6
"in","a","sea",11
"in","a","season",19
"in","a","second",15
"in","a","series",50
"in","a","session",7
"in","a","set",3
"in","a","sexual",4
"in","a","short",26
"in","a","silver",4
"in","a","simple",4
"in","a","single",39
"in","a","situation",16
"in","a","sling",3
"in","a","slow",4
"in","a","small",116
"in","a","smaller",6
"in","a","society",10
"in","a","special",12
"in","a","speech",11
"in","a","sports",3
"in","a","state",38
"in","a","store",11
"in","a","story",12
"in","a","straight",5
"in","a","strange",9
"in","a","study",14
"in","a","suburban",3
"in","a","suit",12
"in","a","sweet",5
"in","a","team",4
"in","a","terrible",5
"in","a","test",4
"in","a","text",7
"in","a","tie",8
"in","a","tight",10
"in","a","time",28
"in","a","timely",12
"in","a","town",17
"in","a","trade",6
"in","a","trash",5
"in","a","tree",5
"in","a","unique",5
"in","a","very",59
"in","a","video",19
"in","a","virtual",5
"in","a","warm",11
"in","a","water",3
"in","a","way",124
"in","a","week",40
"in","a","weekend",3
"in","a","wheelchair",9
"in","a","while",144
"in","a","white",13
"in","a","whole",9
"in","a","win",15
"in","a","winter",4
"in","a","wonderful",6
"in","a","wooded",6
"in","a","word",13
"in","a","world",43
"in","a","year",43
"in","about","a",24
"in","about","hours",4
"in","about","minutes",18
"in","about","three",5
"in","about","years",5
"in","accordance","with",18
"in","according","to",39
"in","addition","this",4
"in","addition","to",289
"in","advance","and",14
"in","advance","for",17
"in","advance","if",3
"in","advance","of",25
"in","africa","and",5
"in","after","a",12
"in","after","the",9
"in","agreement","with",7
"in","alignment","with",3
"in","all","a",6
"in","all","areas",11
"in","all","aspects",6
"in","all","forms",5
"in","all","he",5
"in","all","her",5
"in","all","honesty",10
"in","all","i",7
"in","all","its",15
"in","all","my",13
"in","all","of",48
"in","all","our",6
"in","all","shapes",6
"in","all","states",8
"in","all","that",7
"in","all","the",48
"in","all","those",7
"in","almost","a",5
"in","almost","every",10
"in","almost","years",5
"in","alphabetical","order",7
"in","america","and",13
"in","america","are",4
"in","america","but",6
"in","america","is",8
"in","america","the",7
"in","american","history",6
"in","an","accident",7
"in","an","airport",5
"in","an","airtight",7
"in","an","alley",4
"in","an","argument",5
"in","an","art",5
"in","an","article",13
"in","an","attempt",57
"in","an","automobile",3
"in","an","effort",64
"in","an","election",10
"in","an","email",83
"in","an","emergency",8
"in","an","empty",9
"in","an","english",5
"in","an","environment",7
"in","an","epic",3
"in","an","exclusive",4
"in","an","extra",4
"in","an","hour",46
"in","an","ideal",9
"in","an","incident",8
"in","an","industry",10
"in","an","instant",19
"in","an","interview",114
"in","an","irish",4
"in","an","office",6
"in","an","old",13
"in","an","online",10
"in","an","upcoming",6
"in","an","urban",3
"in","and","a",18
"in","and","around",24
"in","and","be",5
"in","and","do",6
"in","and","find",4
"in","and","i",33
"in","and","in",19
"in","and","it",17
"in","and","let",3
"in","and","my",3
"in","and","out",89
"in","and","play",5
"in","and","put",3
"in","and","take",4
"in","and","the",51
"in","and","then",16
"in","and","they",8
"in","and","to",11
"in","and","took",5
"in","and","we",12
"in","and","went",4
"in","and","you",9
"in","another","bowl",7
"in","another","country",5
"in","another","state",7
"in","answer","to",4
"in","anticipation","of",14
"in","any","case",28
"in","any","event",7
"in","any","given",5
"in","any","kind",3
"in","any","of",35
"in","any","other",15
"in","any","way",60
"in","april","and",19
"in","april","in",7
"in","april","it",7
"in","april","of",7
"in","april","while",4
"in","arizona","for",6
"in","as","long",4
"in","as","many",19
"in","as","the",16
"in","as","well",16
"in","association","with",9
"in","at","a",11
"in","at","all",3
"in","at","least",32
"in","at","pm",7
"in","at","the",42
"in","atlanta","and",6
"in","atlanta","to",4
"in","atlantic","city",8
"in","attendance","and",5
"in","august","and",12
"in","august","in",7
"in","august","just",3
"in","august","of",7
"in","austin","texas",10
"in","because","of",8
"in","bed","and",15
"in","bed","by",5
"in","bed","for",4
"in","bed","with",20
"in","before","i",3
"in","before","the",7
"in","being","a",8
"in","between","all",5
"in","between","i",4
"in","between","the",19
"in","big","trouble",6
"in","black","and",15
"in","blue","and",4
"in","boston","and",9
"in","boston","for",6
"in","boston","or",4
"in","boston","where",5
"in","both","directions",10
"in","both","of",4
"in","both","the",16
"in","bottom","of",4
"in","broad","daylight",8
"in","brooklyn","ny",8
"in","broward","county",3
"in","buenos","aires",5
"in","business","and",6
"in","but","i",14
"in","but","it",15
"in","but","now",4
"in","but","the",12
"in","by","the",23
"in","california","and",23
"in","case","anyone",8
"in","case","he",10
"in","case","it",9
"in","case","of",16
"in","case","she",5
"in","case","the",13
"in","case","they",6
"in","case","we",7
"in","case","you",87
"in","cases","like",4
"in","charge","of",69
"in","charlotte","nc",8
"in","check","and",3
"in","chicago","and",22
"in","chicago","for",11
"in","chicago","i",7
"in","chicago","il",4
"in","chicago","last",3
"in","chicago","this",10
"in","chicago","who",4
"in","china","but",4
"in","china","it",3
"in","china","the",3
"in","cities","and",3
"in","class","i",5
"in","clear","plastic",3
"in","cleveland","and",15
"in","close","proximity",3
"in","cold","water",7
"in","college","and",10
"in","college","at",6
"in","college","but",9
"in","college","he",3
"in","college","i",13
"in","college","or",3
"in","college","station",6
"in","colorado","springs",8
"in","columbus","ohio",5
"in","coming","to",6
"in","common","the",3
"in","common","they",8
"in","common","with",15
"in","communications","and",3
"in","comparison","to",19
"in","comparison","with",3
"in","concert","with",3
"in","conjunction","with",38
"in","connection","with",51
"in","contact","with",30
"in","contempt","of",8
"in","contrast","to",15
"in","control","and",3
"in","control","of",21
"in","creating","a",4
"in","critical","condition",19
"in","d","and",4
"in","danger","of",21
"in","days","so",4
"in","december","and",16
"in","december","i",7
"in","defense","of",11
"in","degree","heat",6
"in","denver","and",9
"in","denver","i",4
"in","des","moines",8
"in","design","and",4
"in","desperate","need",16
"in","detail","how",3
"in","development","and",3
"in","different","directions",6
"in","different","languages",8
"in","different","ways",20
"in","dire","need",7
"in","do","not",10
"in","doing","so",19
"in","downtown","los",5
"in","due","to",4
"in","during","the",11
"in","each","other",3
"in","each","others",6
"in","early","april",10
"in","early","december",10
"in","early","june",5
"in","early","march",7
"in","education","and",5
"in","efforts","to",8
"in","el","paso",14
"in","el","salvador",3
"in","england","and",11
"in","england","the",3
"in","english","and",8
"in","english","in",3
"in","europe","are",4
"in","europe","in",6
"in","europe","or",3
"in","europe","that",3
"in","every","day",5
"in","every","one",5
"in","every","other",4
"in","every","way",18
"in","everyday","life",6
"in","everything","we",4
"in","exactly","the",6
"in","exchange","for",94
"in","fact","a",17
"in","fact","i",78
"in","fact","is",6
"in","fact","it",39
"in","fact","the",67
"in","fact","they",20
"in","fact","you",13
"in","favor","of",99
"in","fear","of",7
"in","finding","a",4
"in","first","place",11
"in","five","minutes",11
"in","flagstaff","and",4
"in","florida","and",12
"in","florida","for",6
"in","for","a",71
"in","for","an",9
"in","for","the",56
"in","for","their",4
"in","foreign","policy",4
"in","forever","i",4
"in","foster","care",18
"in","four","years",17
"in","france","and",8
"in","france","but",5
"in","front","and",3
"in","front","of",524
"in","full","swing",20
"in","future","years",4
"in","general","and",10
"in","general","are",4
"in","general","it",6
"in","getting","the",8
"in","going","to",7
"in","good","company",15
"in","good","condition",8
"in","good","faith",12
"in","good","hands",9
"in","good","health",8
"in","good","shape",11
"in","grade","school",7
"in","grand","rapids",9
"in","great","shape",7
"in","green","bay",12
"in","half","lengthwise",4
"in","hand","and",8
"in","hand","i",5
"in","handy","in",3
"in","harmony","with",9
"in","having","a",5
"in","he","is",12
"in","he","made",3
"in","health","care",14
"in","heaven","and",8
"in","helping","me",5
"in","her","basement",3
"in","her","crib",3
"in","her","eyes",10
"in","her","hair",11
"in","her","hand",10
"in","her","head",9
"in","her","heart",6
"in","her","kitchen",6
"in","her","life",28
"in","her","memoir",3
"in","her","mouth",11
"in","her","neck",3
"in","her","new",7
"in","her","own",14
"in","her","room",9
"in","her","s",10
"in","her","sleep",4
"in","here","and",19
"in","here","i",13
"in","here","we",4
"in","high","school",137
"in","high","schools",4
"in","hilton","head",5
"in","hindsight","i",5
"in","his","back",10
"in","his","book",12
"in","his","car",20
"in","his","career",31
"in","his","case",6
"in","his","chair",6
"in","his","eyes",16
"in","his","first",73
"in","his","hand",10
"in","his","hands",17
"in","his","head",17
"in","his","heart",6
"in","his","last",23
"in","his","life",29
"in","his","little",5
"in","his","mind",14
"in","his","mouth",15
"in","his","name",5
"in","his","new",11
"in","his","office",8
"in","his","opening",11
"in","his","own",38
"in","his","place",8
"in","his","pocket",11
"in","his","right",15
"in","his","room",15
"in","his","s",19
"in","his","seat",4
"in","his","sleep",10
"in","his","spare",3
"in","his","stomach",5
"in","history","and",14
"in","hollywood","and",5
"in","hong","kong",14
"in","honor","of",109
"in","hopes","of",30
"in","hopes","that",7
"in","hot","water",7
"in","hours","i",7
"in","houston","on",3
"in","how","the",11
"in","how","to",8
"in","hyde","park",4
"in","i","am",25
"in","i","do",5
"in","i","have",14
"in","i","just",4
"in","i","think",11
"in","i","was",16
"in","i","will",7
"in","i","would",7
"in","if","you",8
"in","in","the",32
"in","india","is",4
"in","iowa","and",4
"in","iraq","is",3
"in","ireland","and",4
"in","is","a",7
"in","is","the",7
"in","israel","and",5
"in","it","all",7
"in","it","and",28
"in","it","at",5
"in","it","but",10
"in","it","for",15
"in","it","i",21
"in","it","if",3
"in","it","is",47
"in","it","on",3
"in","it","that",5
"in","it","to",8
"in","it","was",32
"in","it","with",4
"in","it","you",4
"in","its","entirety",11
"in","its","history",5
"in","its","last",6
"in","its","place",8
"in","its","second",7
"in","itself","and",3
"in","itself","is",4
"in","jail","for",9
"in","january","and",23
"in","january","at",5
"in","january","i",9
"in","january","the",18
"in","joining","us",3
"in","july","and",16
"in","july","when",5
"in","june","but",7
"in","june","in",6
"in","june","so",4
"in","junior","high",5
"in","just","a",34
"in","just","about",10
"in","just","after",4
"in","just","as",5
"in","just","one",13
"in","just","over",9
"in","just","the",8
"in","just","three",5
"in","just","to",5
"in","kansas","city",40
"in","keeping","with",22
"in","kuala","lumpur",6
"in","la","i",13
"in","la","jolla",9
"in","la","we",6
"in","lafayette","square",3
"in","laguna","beach",4
"in","las","vegas",71
"in","last","weeks",11
"in","last","year",6
"in","last","years",23
"in","late","april",6
"in","late","november",4
"in","late","summer",5
"in","latin","america",13
"in","less","than",84
"in","lieu","of",41
"in","life","and",17
"in","life","are",15
"in","life","but",9
"in","life","he",4
"in","life","i",9
"in","life","is",37
"in","life","not",3
"in","life","that",10
"in","life","the",3
"in","life","was",4
"in","life","when",8
"in","light","of",40
"in","line","and",10
"in","line","at",18
"in","line","for",33
"in","line","to",18
"in","line","with",39
"in","little","italy",6
"in","little","rock",8
"in","london","and",13
"in","london","in",5
"in","london","the",5
"in","london","this",5
"in","long","beach",13
"in","long","island",5
"in","los","angeles",129
"in","lots","of",5
"in","love","a",3
"in","love","all",5
"in","love","and",15
"in","love","but",9
"in","love","it",3
"in","love","so",4
"in","love","with",269
"in","madison","and",3
"in","making","a",8
"in","many","areas",5
"in","many","cases",27
"in","many","cities",7
"in","many","forms",5
"in","many","of",16
"in","many","ways",48
"in","march","and",20
"in","march","but",6
"in","march","for",7
"in","march","the",22
"in","march","to",8
"in","may","to",12
"in","may","will",3
"in","me","and",8
"in","me","because",3
"in","me","i",4
"in","me","that",5
"in","me","to",4
"in","memory","of",12
"in","mexico","and",10
"in","mexico","city",12
"in","mexico","will",3
"in","miami","and",6
"in","miami","the",4
"in","michigan","the",5
"in","middle","of",5
"in","middle","school",17
"in","middle","tennessee",3
"in","mind","as",9
"in","mind","for",13
"in","mind","i",15
"in","mind","that",24
"in","mind","the",9
"in","mind","when",13
"in","minutes","a",4
"in","minutes","and",8
"in","minutes","or",5
"in","monte","carlo",3
"in","montreal","the",3
"in","more","than",57
"in","more","ways",7
"in","most","cases",25
"in","most","of",16
"in","most","states",5
"in","moving","to",3
"in","music","and",7
"in","my","back",12
"in","my","backyard",10
"in","my","basement",8
"in","my","bedroom",12
"in","my","blood",8
"in","my","body",6
"in","my","book",30
"in","my","brain",18
"in","my","car",34
"in","my","case",23
"in","my","church",3
"in","my","class",23
"in","my","closet",15
"in","my","day",17
"in","my","defense",7
"in","my","direction",6
"in","my","dream",11
"in","my","dreams",23
"in","my","ears",11
"in","my","entire",15
"in","my","experience",21
"in","my","eyes",21
"in","my","face",27
"in","my","family",21
"in","my","first",15
"in","my","hand",22
"in","my","hands",13
"in","my","head",167
"in","my","heart",68
"in","my","home",16
"in","my","house",55
"in","my","imagination",3
"in","my","job",3
"in","my","kitchen",17
"in","my","lap",7
"in","my","left",3
"in","my","life",270
"in","my","lifetime",11
"in","my","mind",103
"in","my","mouth",27
"in","my","neighborhood",16
"in","my","new",15
"in","my","nose",3
"in","my","office",35
"in","my","opinion",82
"in","my","own",49
"in","my","personal",9
"in","my","pocket",13
"in","my","right",8
"in","my","room",60
"in","my","s",9
"in","my","school",9
"in","my","sleep",13
"in","my","teens",4
"in","my","th",3
"in","my","top",6
"in","my","week",4
"in","my","whole",5
"in","my","world",10
"in","my","yard",7
"in","my","youth",5
"in","nashville","i",4
"in","ncaa","history",5
"in","nearly","a",5
"in","need","is",4
"in","need","of",107
"in","new","england",20
"in","new","hampshire",19
"in","new","haven",6
"in","new","jersey",96
"in","new","mexico",14
"in","new","orleans",51
"in","new","ways",8
"in","new","york",354
"in","new","zealand",9
"in","newark","and",9
"in","next","weeks",6
"in","next","years",7
"in","nfl","history",11
"in","no","one",5
"in","no","time",26
"in","no","way",25
"in","north","america",43
"in","north","carolina",38
"in","north","texas",5
"in","northern","california",14
"in","northern","virginia",5
"in","not","to",3
"in","november","and",15
"in","november","if",4
"in","november","in",7
"in","november","it",8
"in","november","of",9
"in","now","and",4
"in","oak","park",9
"in","october","but",5
"in","october","in",7
"in","of","the",14
"in","ohio","and",13
"in","ohio","are",7
"in","oklahoma","city",13
"in","on","a",22
"in","on","his",6
"in","on","it",4
"in","on","the",79
"in","on","this",12
"in","on","what",4
"in","one","and",4
"in","one","direction",6
"in","one","form",6
"in","one","hand",12
"in","one","minute",6
"in","one","more",4
"in","one","night",7
"in","one","of",137
"in","one","piece",14
"in","one","place",26
"in","one","sentence",4
"in","one","spot",5
"in","one","way",9
"in","one","week",13
"in","one","word",10
"in","one","year",5
"in","only","a",7
"in","only","two",5
"in","opposition","to",11
"in","or","around",4
"in","or","out",5
"in","orange","county",26
"in","order","for",22
"in","order","of",4
"in","order","to",400
"in","other","areas",10
"in","other","news",31
"in","other","words",91
"in","our","area",10
"in","our","backyard",9
"in","our","bed",6
"in","our","community",20
"in","our","country",10
"in","our","current",5
"in","our","family",9
"in","our","first",3
"in","our","heads",7
"in","our","hearts",17
"in","our","house",28
"in","our","little",5
"in","our","lives",56
"in","our","living",5
"in","our","midst",3
"in","our","minds",7
"in","our","nations",7
"in","our","neighborhood",12
"in","our","new",17
"in","our","own",23
"in","our","pockets",3
"in","our","schools",6
"in","our","work",6
"in","our","world",6
"in","over","a",10
"in","over","years",3
"in","pain","and",8
"in","pain","i",4
"in","paris","and",11
"in","paris","for",4
"in","part","it",4
"in","part","of",7
"in","particular","but",6
"in","particular","has",5
"in","particular","i",4
"in","partnership","with",13
"in","parts","of",16
"in","peace","and",6
"in","person","and",8
"in","person","as",3
"in","person","at",7
"in","person","i",9
"in","person","the",4
"in","perspective","as",3
"in","philly","i",3
"in","phnom","penh",3
"in","place","and",11
"in","place","by",8
"in","place","for",19
"in","place","of",32
"in","place","to",22
"in","place","with",10
"in","places","but",5
"in","plain","sight",5
"in","plenty","of",7
"in","portland","and",17
"in","portland","or",8
"in","possession","of",16
"in","preparation","for",41
"in","pretty","good",3
"in","prison","in",6
"in","proportion","to",5
"in","protest","of",5
"in","public","and",10
"in","public","places",10
"in","public","to",4
"in","pursuit","of",18
"in","question","was",7
"in","quite","a",11
"in","quite","some",5
"in","reaching","out",4
"in","reaction","to",5
"in","real","estate",10
"in","real","life",66
"in","real","time",17
"in","reality","it",4
"in","recent","memory",10
"in","recent","weeks",40
"in","recent","years",155
"in","record","time",5
"in","red","and",5
"in","reference","to",12
"in","regard","to",15
"in","regards","to",29
"in","relation","to",26
"in","reply","to",3
"in","response","to",93
"in","retrospect","i",5
"in","retrospect","we",3
"in","return","for",14
"in","rhode","island",3
"in","richmond","va",6
"in","right","now",12
"in","rural","areas",7
"in","salt","lake",12
"in","san","diego",106
"in","san","francisco",108
"in","san","jose",27
"in","santa","cruz",5
"in","santa","fe",16
"in","santa","monica",18
"in","saying","it",3
"in","school","all",3
"in","school","and",29
"in","school","but",4
"in","schools","and",6
"in","search","of",54
"in","season","and",5
"in","seattle","and",17
"in","second","place",5
"in","seconds","or",3
"in","september","and",10
"in","september","i",4
"in","service","to",5
"in","short","order",7
"in","short","supply",5
"in","shorts","and",7
"in","six","months",11
"in","slow","motion",6
"in","so","many",39
"in","social","media",15
"in","solidarity","with",5
"in","some","capacity",3
"in","some","cases",62
"in","some","form",8
"in","some","of",25
"in","some","places",7
"in","some","small",6
"in","some","time",7
"in","some","way",27
"in","some","ways",38
"in","something","that",3
"in","something","the",4
"in","south","africa",28
"in","south","america",8
"in","south","carolina",21
"in","south","dakota",5
"in","south","florida",16
"in","south","korea",12
"in","southern","california",19
"in","spite","of",44
"in","st","james",3
"in","st","louis",157
"in","st","paul",13
"in","stock","and",5
"in","store","for",37
"in","such","a",77
"in","such","an",11
"in","support","of",50
"in","sydney","australia",3
"in","syria","and",3
"in","talking","about",5
"in","talks","with",6
"in","tandem","with",4
"in","terms","of",175
"in","texas","and",11
"in","texas","to",3
"in","th","grade",20
"in","th","place",5
"in","that","area",15
"in","that","arena",3
"in","that","case",39
"in","that","category",6
"in","that","city",3
"in","that","department",4
"in","that","direction",11
"in","that","group",6
"in","that","i",24
"in","that","instance",4
"in","that","is",12
"in","that","it",19
"in","that","kind",5
"in","that","one",9
"in","that","order",18
"in","that","picture",6
"in","that","respect",4
"in","that","room",7
"in","that","same",10
"in","that","she",7
"in","that","situation",14
"in","that","was",4
"in","that","way",13
"in","that","you",4
"in","the","a",7
"in","the","act",8
"in","the","afterglow",4
"in","the","afternoon",59
"in","the","age",13
"in","the","aggregate",4
"in","the","air",156
"in","the","airport",7
"in","the","album",3
"in","the","am",41
"in","the","american",35
"in","the","amount",8
"in","the","and",24
"in","the","annual",9
"in","the","apartment",8
"in","the","apple",5
"in","the","arctic",7
"in","the","area",176
"in","the","arena",13
"in","the","arm",13
"in","the","arms",5
"in","the","army",23
"in","the","art",13
"in","the","article",7
"in","the","arts",7
"in","the","at",3
"in","the","atmosphere",10
"in","the","attic",13
"in","the","audience",32
"in","the","auditorium",7
"in","the","back",165
"in","the","background",66
"in","the","backseat",7
"in","the","backyard",24
"in","the","bag",11
"in","the","bahamas",7
"in","the","balcony",3
"in","the","band",11
"in","the","bank",16
"in","the","bar",17
"in","the","barn",8
"in","the","barrel",4
"in","the","basement",31
"in","the","basket",9
"in","the","bath",6
"in","the","bathroom",49
"in","the","battle",10
"in","the","bay",52
"in","the","bed",16
"in","the","bedroom",12
"in","the","beer",10
"in","the","beginning",41
"in","the","best",44
"in","the","bible",9
"in","the","big",88
"in","the","black",14
"in","the","blank",23
"in","the","blanks",6
"in","the","block",134
"in","the","blog",8
"in","the","blood",10
"in","the","blue",6
"in","the","board",4
"in","the","boat",6
"in","the","body",18
"in","the","book",65
"in","the","books",18
"in","the","bookstore",7
"in","the","booth",9
"in","the","boston",5
"in","the","bottom",84
"in","the","bowl",18
"in","the","box",34
"in","the","boys",5
"in","the","brain",15
"in","the","break",7
"in","the","brewery",3
"in","the","bridge",4
"in","the","bronx",14
"in","the","budget",24
"in","the","building",42
"in","the","burbs",5
"in","the","business",54
"in","the","cage",8
"in","the","campaign",11
"in","the","capital",14
"in","the","car",148
"in","the","cards",8
"in","the","caribbean",8
"in","the","case",141
"in","the","catalog",4
"in","the","ceiling",10
"in","the","census",4
"in","the","center",67
"in","the","central",18
"in","the","chain",4
"in","the","champions",3
"in","the","championship",10
"in","the","chest",19
"in","the","chicago",14
"in","the","choir",6
"in","the","christian",4
"in","the","church",20
"in","the","circus",3
"in","the","cities",9
"in","the","city",255
"in","the","civil",7
"in","the","class",27
"in","the","classic",5
"in","the","classroom",41
"in","the","clear",5
"in","the","closet",26
"in","the","clouds",10
"in","the","club",13
"in","the","cold",24
"in","the","college",8
"in","the","coming",85
"in","the","comments",54
"in","the","commercial",7
"in","the","community",56
"in","the","company",34
"in","the","competition",13
"in","the","computer",6
"in","the","concrete",5
"in","the","conference",21
"in","the","constitution",3
"in","the","contest",8
"in","the","context",20
"in","the","conversation",6
"in","the","cool",8
"in","the","corner",50
"in","the","correct",8
"in","the","cost",4
"in","the","country",206
"in","the","course",27
"in","the","courtyard",8
"in","the","cover",3
"in","the","crash",14
"in","the","creative",4
"in","the","crotch",3
"in","the","crowd",25
"in","the","current",38
"in","the","d",4
"in","the","daily",6
"in","the","dallas",7
"in","the","dance",5
