"item","Frequency"
"heading toward",7
"heading west",6
"headlines but",4
"headlines with",5
"headphone jack",4
"headphones on",9
"headquartered in",6
"headquarters for",4
"headquarters in",13
"headquarters the",5
"heads and",19
"heads into",6
"heads of",25
"heads to",12
"heads when",4
"heal the",6
"health and",102
"health benefits",20
"health care",151
"health concerns",6
"health department",7
"health emergency",3
"health has",6
"health in",9
"health insurance",50
"health of",18
"health problems",16
"health professionals",5
"health services",14
"health system",7
"health the",7
"health to",8
"health workers",3
"healthier than",6
"healthy and",63
"healthy breakfast",6
"healthy enough",3
"healthy food",20
"healthy for",14
"hear and",21
"hear anything",20
"hear both",4
"hear from",158
"hear it",171
"hear of",40
"hear on",11
"hear that",221
"hear the",229
"hear them",49
"hear this",40
"hear what",77
"heard a",81
"heard about",97
"heard all",20
"heard anything",13
"heard but",5
"heard from",81
"heard her",17
"heard him",19
"heard horror",3
"heard it",89
"heard of",256
"heard someone",9
"heard stories",4
"heard the",153
"heard two",3
"hearing a",20
"hearing about",62
"hearing and",9
"hearing at",4
"hearing from",44
"hearing how",7
"hearing in",10
"hearing is",11
"hearing it",13
"hearing more",17
"hearing on",15
"hearing that",28
"hearing this",10
"hearing to",4
"hearing what",11
"hearings on",3
"hears a",6
"hears it",7
"heart and",155
"heart attack",77
"heart attacks",10
"heart but",19
"heart by",7
"heart disease",32
"heart had",5
"heart is",119
"heart of",139
"heart pounding",5
"heart that",38
"heart the",23
"heart to",68
"heart with",18
"heart you",27
"heartbreak and",5
"hearts of",21
"hearts we",5
"heat a",15
"heat and",87
"heat down",8
"heat for",29
"heat in",28
"heat is",17
"heat it",10
"heat of",22
"heat so",8
"heat the",34
"heat to",42
"heat up",28
"heat when",6
"heat with",10
"heather and",10
"heavens sake",6
"heavier than",9
"heavily on",16
"heavy and",22
"heavy as",5
"heavy in",7
"heavy metal",22
"heavy on",16
"heck is",27
"hed be",44
"hed been",15
"hed go",5
"hed say",6
"hedge fund",5
"hedge funds",6
"heed the",4
"heels during",3
"heels of",10
"height and",15
"height of",28
"heights and",12
"heir to",7
"held a",29
"held accountable",9
"held an",8
"held at",42
"held back",4
"held by",23
"held for",11
"held hands",4
"held his",5
"held in",55
"held its",7
"held on",44
"held onto",7
"held over",3
"held responsible",7
"held the",37
"held them",5
"held to",11
"held up",25
"helen and",4
"helen prejean",3
"hell be",78
"hell breaks",3
"hell get",18
"hell have",18
"hell it",10
"hell of",101
"hell say",3
"hell so",5
"help a",41
"help again",5
"help all",10
"help and",70
"help any",7
"help as",11
"help bring",7
"help build",8
"help but",135
"help create",11
"help cut",4
"help explain",8
"help for",25
"help from",55
"help get",35
"help him",57
"help his",14
"help i",51
"help im",13
"help in",74
"help is",22
"help it",49
"help keep",33
"help make",35
"help manage",7
"help me",444
"help my",36
"help of",65
"help other",13
"help our",19
"help out",70
"help pay",9
"help people",34
"help prevent",7
"help provide",5
"help push",3
"help set",6
"help someone",18
"help students",13
"help support",16
"help take",5
"help that",28
"help the",132
"help their",8
"help them",97
"help themselves",6
"help they",12
"help thinking",7
"help those",18
"help to",62
"help us",228
"help we",20
"help which",3
"help with",172
"help you",370
"helped build",5
"helped by",6
"helped create",8
"helped he",3
"helped her",12
"helped him",11
"helped launch",3
"helped me",117
"helped put",5
"helped teach",3
"helped the",23
"helped us",13
"helpful if",11
"helpful in",8
"helping hand",8
"helping him",5
"helping other",4
"helping others",14
"helping the",23
"helping them",13
"helping to",49
"helping us",43
"helping with",13
"helps a",10
"helps it",5
"helps keep",8
"helps me",32
"helps reduce",5
"helps to",53
"helps you",41
"hence the",58
"henry and",6
"henry ford",16
"her a",182
"her about",47
"her acting",7
"her actions",6
"her after",15
"her again",25
"her age",23
"her album",6
"her an",9
"her and",309
"her apartment",10
"her appearance",8
"her as",66
"her audience",3
"her back",80
"her bad",4
"her band",7
"her because",25
"her best",43
"her big",14
"her biggest",4
"her bike",5
"her birth",11
"her blood",10
"her body",49
"her brother",24
"her business",14
"her car",29
"her career",21
"her cell",5
"her child",24
"her children",29
"her church",3
"her client",6
"her clothes",19
"her comments",5
"her craft",3
"her daughter",42
"her daughters",17
"her death",20
"her decision",4
"her desk",6
"her down",33
"her dream",11
"her during",10
"her early",6
"her ears",14
"her email",5
"her every",15
"her face",97
"her facebook",11
"her family",90
"her famous",4
"her fashion",5
"her father",70
"her favorite",51
"her fence",3
"her first",97
"her food",22
"her for",80
"her four",5
"her fourth",6
"her friend",47
"her friends",47
"her from",30
"her full",6
"her generation",5
"her gun",3
"her hair",75
"her hand",46
"her hands",54
"her have",11
"her he",19
"her head",84
"her heart",55
"her home",45
"her house",42
"her how",27
"her husband",139
"her husbands",17
"her i",165
"her illness",3
"her in",193
"her into",24
"her iphone",5
"her it",29
"her job",24
"her journey",5
"her just",10
"her kids",28
"her last",44
"her late",7
"her lawyer",7
"her leg",11
"her legacy",5
"her life",123
"her like",29
"her lips",16
"her little",43
"her manager",6
"her marriage",6
"her masters",3
"her money",11
"her more",14
"her most",11
"her mother",66
"her name",88
"her new",75
"her next",18
"her of",17
"her off",23
"her office",16
"her older",14
"her on",81
"her only",12
"her or",35
"her other",23
"her own",241
"her parents",40
"her party",9
"her performance",12
"her phone",30
"her precious",5
"her pregnancy",4
"her recent",5
"her recovery",5
"her remarkable",3
"her right",24
"her role",13
"her room",33
"her s",7
"her seat",10
"her second",17
"her she",107
"her shes",29
"her since",16
"her sister",38
"her skills",3
"her sleep",9
"her small",7
"her so",67
"her son",48
"her spare",4
"her story",26
"her students",12
"her stuff",13
"her style",13
"her talent",8
"her teacher",10
"her team",9
"her th",20
"her that",126
"her the",86
"her then",20
"her there",11
"her third",10
"her this",26
"her thoughts",8
"her three",5
"her to",386
"her top",6
"her trip",8
"her twitter",14
"her up",81
"her us",4
"her voice",35
"her was",12
"her way",48
"her we",19
"her will",9
"her with",73
"her work",52
"her years",7
"her young",10
"herbs and",19
"here a",40
"here after",13
"here again",18
"here all",37
"here almost",4
"here although",3
"here and",448
"here are",468
"here as",54
"here at",315
"here because",25
"here but",154
"here by",21
"here comes",49
"here despite",5
"here for",256
"here forever",6
"here from",32
"here have",15
"here he",37
"here i",429
"here id",8
"here in",733
"here is",653
"here isnt",6
"here it",119
"here its",47
"here just",32
"here on",177
"here one",12
"here or",45
"here right",30
"here she",23
"here so",65
"here talking",8
"here than",8
"here that",59
"here the",105
"here then",17
"here there",17
"here they",60
"here though",19
"here to",280
"here today",47
"here was",29
"here we",324
"here were",12
"here when",38
"here where",17
"here why",4
"here with",110
"here you",73
"heres a",181
"heres another",14
"heres some",21
"heres the",145
"heres what",81
"heritage of",9
"herman cain",31
"hernandez and",3
"hero and",15
"heroes with",4
"herself a",9
"herself as",15
"herself to",25
"herself we",3
"hes a",256
"hes already",14
"hes also",21
"hes always",14
"hes an",43
"hes at",16
"hes back",18
"hes been",100
"hes changed",4
"hes definitely",7
"hes doing",32
"hes done",14
"hes for",3
"hes getting",17
"hes going",65
"hes got",70
"hes had",16
"hes hit",3
"hes in",60
"hes just",59
"hes like",17
"hes looking",8
"hes made",5
"hes more",9
"hes never",19
"hes not",171
"hes now",4
"hes only",15
"hes planning",4
"hes probably",16
"hes ready",8
"hes really",21
"hes saying",8
"hes screaming",4
"hes seen",4
"hes sleeping",5
"hes so",86
"hes still",59
"hes such",21
"hes supposed",7
"hes taking",7
"hes the",98
"hes there",7
"hes trying",9
"hes very",9
"hes willing",5
"hes working",8
"hey bob",4
"hey it",21
"hey lets",12
"hey we",40
"hey you",120
"hiatus the",3
"hide her",4
"hides the",4
"hiding behind",12
"hiding the",11
"high a",4
"high above",9
"high alert",5
"high and",68
"high around",3
"high as",41
"high at",4
"high blood",20
"high ceiling",3
"high ceilings",5
"high court",11
"high definition",6
"high energy",3
"high enough",18
"high expectations",18
"high for",36
"high in",61
"high is",11
"high it",6
"high jump",5
"high level",23
"high levels",11
"high may",3
"high number",6
"high of",21
"high on",51
"high points",6
"high price",12
"high rate",4
"high school",731
"high schoolers",10
"high schools",24
"high seas",7
"high standards",7
"high taxes",4
"high tech",10
"high that",13
"high the",14
"high unemployment",5
"high was",6
"high when",5
"higher and",19
"higher but",6
"higher education",44
"higher for",6
"higher in",11
"higher interest",3
"higher is",3
"higher level",13
"higher power",4
"higher rate",6
"higher than",81
"highest in",5
"highest level",10
"highest point",7
"highland park",8
"highlight of",67
"highlight the",17
"highlighted in",5
"highlighted the",4
"highlighting the",10
"highlights the",12
"highly regarded",7
"highly successful",5
"highly unlikely",4
"highs and",11
"highway and",7
"highway at",3
"hike along",3
"hike to",9
"hiking and",13
"hill a",6
"hill for",4
"hill is",11
"hill with",7
"hills and",18
"hills in",6
"hills the",5
"him a",258
"him about",57
"him again",31
"him all",28
"him along",4
"him an",25
"him and",434
"him as",116
"him at",90
"him away",18
"him back",52
"him because",32
"him before",28
"him but",139
"him by",36
"him do",15
"him down",34
"him even",17
"him fall",4
"him for",143
"him from",67
"him get",23
"him have",11
"him he",183
"him her",27
"him here",14
"him hes",37
"him his",31
"him hit",7
"him home",22
"him how",36
"him i",212
"him if",57
"him im",27
"him in",285
"him into",44
"him it",46
"him its",21
"him just",21
"him keep",3
"him last",19
"him more",33
"him my",24
"him no",19
"him not",30
"him now",36
"him of",24
"him off",45
"him on",142
"him one",20
"him open",6
"him out",117
"him over",13
"him run",4
"him say",12
"him she",29
"him so",91
"him stay",4
"him talking",4
"him that",136
"him the",154
"him then",20
"him there",19
"him they",11
"him to",583
"him trying",6
"him under",10
"him up",101
"him well",14
"him what",44
"him when",50
"him while",26
"him who",19
"him will",10
"him with",88
"him work",5
"him would",5
"him you",39
"himself a",30
"himself and",38
"himself as",29
"himself but",11
"himself from",14
"himself he",21
"himself in",57
"himself is",10
"himself on",15
"himself to",43
"himself when",10
"himself who",4
"himself with",17
"hindered by",3
"hint of",75
"hints at",7
"hip and",13
"hire a",30
"hire an",8
"hire and",3
"hire the",4
"hired a",18
"hired as",11
"hired by",11
"hired the",4
"hired to",13
"hiring the",5
"his ability",20
"his abs",4
"his absence",4
"his acl",6
"his actions",18
"his address",4
"his administration",5
"his american",4
"his and",13
"his anger",7
"his apartment",8
"his appeal",7
"his approach",4
"his arm",29
"his arms",40
"his art",8
"his attention",15
"his attorney",5
"his back",55
"his bad",9
"his bed",17
"his being",6
"his beloved",6
"his belt",4
"his best",80
"his biggest",5
"his birthday",44
"his blog",16
"his body",64
"his book",44
"his boss",6
"his bosses",3
"his brain",23
"his brand",4
"his brother",57
"his budget",8
"his business",18
"his camera",6
"his campaign",24
"his car",59
"his career",77
"his celebrity",3
"his cell",9
"his chances",4
"his chest",22
"his children",24
"his choice",7
"his church",10
"his class",11
"his client",6
"his clients",6
"his colleague",4
"his colleagues",10
"his college",4
"his comments",8
"his company",13
"his computer",13
"his contract",11
"his control",4
"his corner",4
"his country",9
"his credit",5
"his crew",7
"his current",15
"his dad",34
"his dads",6
"his daughter",34
"his daughters",17
"his day",18
"his days",19
"his deal",4
"his death",43
"his debut",11
"his decision",24
"his decisions",5
"his degree",5
"his departure",4
"his desire",6
"his direction",4
"his dog",17
"his door",7
"his dream",19
"his early",11
"his economic",6
"his efforts",8
"his election",6
"his employer",5
"his energy",5
"his enthusiasm",6
"his entire",16
"his experience",12
"his eye",18
"his eyes",100
"his face",138
"his facebook",17
"his family",134
"his familys",5
"his fate",6
"his father",87
"his fathers",17
"his fault",8
"his favor",3
"his favorite",41
"his feet",34
"his film",9
"his final",16
"his first",197
"his followers",20
"his foot",9
"his football",4
"his former",13
"his fourth",7
"his friend",37
"his future",8
"his game",28
"his gang",5
"his garage",6
"his genitals",3
"his gift",8
"his girlfriend",41
"his goal",9
"his goals",3
"his grandfather",7
"his grandma",6
"his grandmother",8
"his greatest",6
"his hand",75
"his hands",64
"his head",144
"his health",11
"his heart",42
"his high",14
"his hip",3
"his history",7
"his home",62
"his hotel",6
"his house",47
"his idea",6
"his image",9
"his interest",8
"his iphone",7
"his job",57
"his kids",13
"his knee",16
"his knees",9
"his knowledge",6
"his lack",4
"his lap",6
"his last",68
"his latest",19
"his lawyer",6
"his lawyers",4
"his left",26
"his legacy",9
"his legs",19
"his level",7
"his life",162
"his lifetime",4
"his lips",25
"his love",45
"his luck",5
"his lunch",10
"his men",11
"his mind",62
"his mission",8
"his mistress",6
"his mom",48
"his money",20
"his most",23
"his mother",76
"his mothers",5
"his move",5
"his muscles",3
"his name",182
"his natural",3
"his neck",30
"his neighbors",5
"his new",106
"his next",21
"his nfl",3
"his office",25
"his official",3
"his old",25
"his only",25
"his opening",5
"his opinion",13
"his or",38
"his other",21
"his over",3
"his own",351
"his owner",5
"his paintings",9
"his pants",30
"his parents",47
"his part",10
"his partner",7
"his party",10
"his passion",7
"his past",20
"his peace",3
"his performance",11
"his personal",17
"his phone",32
"his place",21
"his plan",16
"his players",11
"his policies",3
"his political",4
"his popularity",4
"his position",16
"his post",4
"his power",18
"his presence",16
"his primary",6
"his prime",7
"his private",6
"his probation",3
"his profile",4
"his promises",7
"his radio",5
"his rd",7
"his recent",16
"his record",11
"his reelection",3
"his refusal",3
"his release",7
"his remaining",3
"his remarks",6
"his retirement",7
"his return",10
"his right",25
"his role",18
"his roof",3
"his s",7
"his season",4
"his seat",16
"his second",30
"his senior",10
"his sentencing",3
"his service",5
"his sexual",3
"his shirt",24
"his shoe",6
"his shoulder",26
"his shoulders",13
"his sister",34
"his son",64
"his songs",12
"his sons",14
"his spirit",12
"his spring",3
"his staff",10
"his statement",5
"his stomach",10
"his story",26
"his style",13
"his success",6
"his summer",7
"his support",20
"his tail",10
"his target",6
"his team",66
"his teammates",8
"his th",33
"his third",15
"his three",13
"his throat",10
"his time",58
"his tiny",4
"his title",4
"his travels",4
"his tricks",3
"his truck",10
"his tv",5
"his twitter",25
"his two",22
"his underwear",12
"his uniform",6
"his upcoming",5
"his use",6
"his very",13
"his video",7
"his voice",47
"his was",4
"his watch",6
"his way",109
"his website",11
"his whole",18
"his wife",215
"his wifes",9
"his will",21
"his words",24
"his work",78
"his world",16
"his worst",4
"his yard",8
"his year",13
"his years",11
"his youth",3
"historic and",4
"historic building",4
"historic buildings",3
"historic landmarks",4
"historic places",5
"historical society",17
"history and",83
"history as",20
"history at",9
"history but",14
"history for",10
"history from",10
"history i",16
"history in",33
"history it",12
"history museum",11
"history of",225
"history suggests",3
"history the",20
"history to",18
"history when",4
"hit a",119
"hit and",41
"hit by",78
"hit for",11
"hit from",4
"hit him",25
"hit his",14
"hit home",11
"hit in",30
"hit me",313
"hit of",9
"hit on",57
"hit people",5
"hit the",404
"hit them",11
"hit to",11
"hit with",35
"hits and",16
"hits for",9
"hits his",6
"hits home",5
"hits in",21
"hits is",4
"hits on",10
"hitting a",12
"hitting coach",4
"hitting the",90
"hl mencken",4
"hockey in",4
"hockey league",4
"hockey team",16
"hold a",65
"hold and",11
"hold back",23
"hold down",15
"hold for",20
"hold many",3
"hold off",10
"hold onto",26
"hold the",94
"hold their",20
"hold them",20
"hold up",62
"hold you",36
"holding a",63
"holding his",11
"holding on",30
"holding the",41
"holding your",9
"holds a",22
"holds it",4
"holds its",4
"holds the",23
"hole and",15
"hole i",8
"hole in",83
"hole of",7
"hole that",5
"holed up",5
"holes to",4
"holiday and",19
"holiday in",17
"holiday inn",7
"holiday season",92
"holiday show",7
"holiday weekend",44
"holidays are",23
"hollywood bowl",4
"hollywood hills",4
"holy book",3
"holy grail",9
"holy name",5
"holy trinity",6
"homage to",15
"home a",62
"home and",457
"home are",6
"home as",36
"home at",60
"home away",5
"home building",3
"home but",80
"home buyers",5
"home by",28
"home cooking",5
"home depot",31
"home during",8
"home each",4
"home earlier",4
"home for",173
"home from",295
"home game",38
"home games",19
"home goods",9
"home has",3
"home he",24
"home in",187
"home it",30
"home loans",3
"home no",15
"home of",79
"home on",61
"home only",4
"home or",55
"home plate",13
"home run",61
"home runs",29
"home safe",16
"home sales",5
"home she",22
"home so",47
"home state",14
"home sunday",4
"home sweet",24
"home team",17
"home that",50
"home the",74
"home then",14
"home they",22
"home to",277
"home tour",3
"home until",8
"home values",5
"home was",20
"home when",27
"home where",21
"home while",13
"home with",188
"home would",9
"homeland security",15
"homeless and",7
"homeless man",18
"homeless shelters",5
"homer and",7
"homer is",5
"homes and",30
"homes for",17
"homes in",24
"homes of",6
"homes or",4
"homes that",8
"hometown and",5
"hometown of",14
"homework and",25
"homework done",7
"homework to",12
"homework we",3
"honda civic",6
"honest i",60
"honest man",6
"honestly for",4
"honestly say",18
"honey and",27
"honey to",5
"hong kong",33
"honor and",22
"honor for",6
"honor of",134
"honor our",9
"honor society",7
"honor the",17
"honor to",32
"honorable mention",12
"honored and",10
"honored by",7
"honored to",80
"honored with",6
"honoring the",4
"honors and",4
"hook for",5
"hooked by",3
"hooked on",31
"hooked up",30
"hop over",13
"hope all",209
"hope and",73
"hope as",4
"hope for",109
"hope he",106
"hope hes",17
"hope in",33
"hope it",220
"hope its",124
"hope of",46
"hope people",12
"hope she",71
"hope so",118
"hope someone",15
"hope that",313
"hope the",207
"hope they",142
"hope to",662
"hope tomorrow",9
"hope we",92
"hoped for",12
"hoped it",9
"hoped the",4
"hoped to",20
"hopeful and",5
"hopeful that",13
"hopefully a",19
"hopefully i",79
"hopes dreams",7
"hopes for",20
"hopes of",28
"hopes that",24
"hopes the",6
"hopes to",27
"hoping for",132
"hoping that",95
"hoping the",45
"hoping to",226
"hopped on",18
"hopping in",4
"horror movie",22
"horror of",7
"horror picture",5
"horror stories",10
"horse and",24
"horse the",7
"horse to",9
"horses and",13
"horses are",8
"horses in",8
"hosni mubarak",4
"hospital and",36
"hospital for",32
"hospital gown",3
"hospital in",29
"hospital of",3
"hospital officials",3
"hospital the",7
"hospital they",7
"hospital this",9
"hospital when",5
"hospital with",17
"hospitals and",8
"hospitals are",7
"host a",29
"host of",49
"host the",34
"hosted a",16
"hosted by",76
"hosted on",3
"hosted the",10
"hostile to",5
"hosting a",74
"hosting an",11
"hosting and",4
"hosts in",4
"hosts the",7
"hot as",31
"hot chocolate",58
"hot dog",55
"hot dogs",57
"hot pink",25
"hot sauce",27
"hot spots",6
"hot springs",5
"hot topic",19
"hot water",52
"hot weather",18
"hotel and",37
"hotel at",8
"hotel casino",4
"hotel for",19
"hotel from",3
"hotel has",5
"hotel in",40
"hotel is",17
"hotel on",14
"hotel room",49
"hotel rooms",8
"hotel to",9
"hotels and",14
"hotels are",4
"hotly contested",3
"hour a",7
"hour after",13
"hour and",110
"hour at",35
"hour before",22
"hour but",9
"hour days",9
"hour is",33
"hour later",31
"hour of",82
"hour or",53
"hour plus",3
"hour shift",8
"hour talking",4
"hour the",18
"hour with",21
"hours a",64
"hours about",4
"hours after",41
"hours ago",41
"hours and",120
"hours are",15
"hours at",37
"hours away",27
"hours before",31
"hours but",22
"hours for",34
"hours he",10
"hours i",56
"hours including",3
"hours later",55
"hours long",7
"hours minutes",7
"hours of",289
"hours on",42
"hours since",4
"hours south",3
"hours the",19
"hours they",10
"hours to",132
"hours when",10
"hours without",9
"house a",21
"house and",282
"house arrest",8
"house as",15
"house before",16
"house but",44
"house by",21
"house for",93
"house has",25
"house i",81
"house in",113
"house is",138
"house isnt",7
"house its",12
"house like",10
"house of",127
"house on",70
"house one",5
"house or",36
"house out",3
"house press",3
"house she",13
"house speaker",11
"house that",51
"house the",53
"house they",20
"house this",43
"house to",84
"house visit",3
"house was",43
"house we",40
"house where",19
"house will",14
"house with",83
"house would",14
"house yesterday",6
"housed in",12
"household name",7
"houses and",20
"houses of",7
"houses to",7
"housewives of",17
"housing and",11
"housing bubble",4
"housing for",4
"housing market",9
"housing units",5
"houston and",10
"houston area",3
"houston astros",7
"houston is",7
"houston to",10
"how a",86
"how about",485
"how am",53
"how are",679
"how awful",10
"how can",428
"how close",21
"how come",88
"how crazy",15
"how did",347
"how different",21
"how do",691
"how does",209
"how effective",5
"how exactly",16
"how excited",26
"how facebook",4
"how far",105
"how good",91
"how great",56
"how happy",31
"how hard",101
"how has",27
"how he",166
"how heavy",3
"how his",22
"how hot",24
"how i",742
"how important",42
"how is",400
"how it",457
"how its",64
"how little",22
"how long",346
"how many",797
"how much",1094
"how often",67
"how our",31
"how people",75
"how perfect",6
"how quickly",38
"how she",98
"how that",93
"how the",472
"how these",21
"how they",270
"how theyre",15
"how things",47
"how this",134
"how to",1856
"how was",258
"how we",295
"how well",55
"how were",25
"how when",19
"how will",95
"how wonderful",25
"how would",72
"how you",611
"how youll",6
"how your",55
"howd it",12
"however a",24
"however and",15
"however for",15
"however he",13
"however if",37
"however in",20
"however is",34
"however it",66
"however its",20
"however make",3
"however many",5
"however some",14
"however that",50
"however the",129
"however they",21
"however when",27
"hows it",65
"hows that",37
"http bitly",5
"huddled together",3
"hug and",28
"huge and",26
"huge cost",3
"huge hit",11
"huge huge",7
"huge influence",4
"huge number",5
"huge part",5
"huge problem",4
"huge project",6
"huge success",29
"huge thing",6
"hugged him",3
"human being",73
"human beings",55
"human body",13
"human capital",4
"human condition",6
"human error",3
"human hair",10
"human health",3
"human life",13
"human nature",26
"human resources",12
"human rights",77
"human services",17
"human spirit",10
"human trafficking",13
"humane society",20
"humanities and",3
"humans and",19
"humble and",10
"humidity is",6
"humor and",21
"humor that",3
"hundred dollars",7
"hundreds of",182
"hung from",9
"hung in",10
"hung out",46
"hung over",15
"hung up",29
"hunger games",199
"hungry so",10
"hungry too",5
"hunker down",7
"hunt and",9
"hunt for",40
"hunt is",5
"hunter and",6
"hunting for",16
"hurt and",27
"hurt because",4
"hurt but",18
"hurt by",11
"hurt his",13
"hurt i",16
"hurt more",5
"hurt our",4
"hurt that",10
"hurt the",25
"hurt us",9
"hurt was",7
"hurt you",39
"hurting the",8
"hurts the",14
"husband a",7
"husband also",4
"husband and",160
"husband for",13
"husband i",19
"husband in",7
"husband of",11
"hustle and",7
"hyde park",9
"hype the",5
"hypocritical to",3
"i a",40
"i adore",67
"i agree",414
"i almost",173
"i already",333
"i also",770
"i always",751
"i am",8485
"i and",59
"i answered",12
"i applaud",13
"i appreciate",203
"i arrived",30
"i asked",282
"i associate",3
"i attended",29
"i averaged",5
"i be",225
"i began",108
"i believe",597
"i believed",26
"i bet",377
"i better",89
"i booked",10
"i bring",35
"i call",152
"i called",126
"i came",263
"i can",4408
"i cant",3236
"i care",83
"i certainly",53
"i changed",69
"i checked",83
"i cherish",8
"i chose",118
"i come",252
"i complained",5
"i consider",63
"i contribute",3
"i could",2429
"i couldnt",578
"i cracked",6
"i credit",5
"i cried",90
"i currently",21
"i danced",14
"i decided",544
"i definitely",86
"i did",1799
"i didnt",1928
"i discovered",78
"i do",2280
"i dont",6052
"i drove",58
"i ended",94
"i enjoy",148
"i enjoyed",150
"i especially",26
"i ever",283
"i expect",79
"i expected",85
"i explain",9
"i fear",45
"i feared",8
"i feel",1952
"i felt",478
"i figured",179
"i find",520
"i first",163
"i flew",12
"i found",802
"i gave",201
"i get",2037
"i give",184
"i go",630
"i going",49
"i got",2519
"i grabbed",43
"i grew",91
"i grow",27
"i guess",1261
"i had",4040
"i hadnt",116
"i hate",1661
"i hated",47
"i have",9369
"i havent",1000
"i hear",456
"i heard",470
"i hit",103
"i hope",2331
"i hopped",5
"i hung",13
"i i",42
"i imagined",20
"i immediately",46
"i in",40
"i instead",3
"i interviewed",8
"i is",27
"i it",16
"i jumped",27
"i just",4378
"i keep",317
"i kept",122
"i kid",18
"i kind",81
"i knew",704
"i know",4338
"i learned",220
"i leave",126
"i left",231
"i let",132
"i like",1913
"i liked",228
"i live",341
"i look",516
"i looked",226
"i lost",172
"i love",6365
"i loved",437
"i made",812
"i make",306
"i mean",819
"i mention",81
"i mentioned",125
"i met",230
"i might",655
"i missed",358
"i more",8
"i move",52
"i need",2718
"i needed",315
"i never",861
"i noticed",143
"i obviously",10
"i offer",17
"i often",90
"i on",23
"i once",76
"i ordered",71
"i overheard",7
"i own",79
"i paid",53
"i personally",66
"i pick",36
"i picked",164
"i pictured",9
"i plan",141
"i play",85
"i played",75
"i pointed",16
"i probably",112
"i promise",230
"i proudly",5
"i pulled",81
"i put",382
"i raised",8
"i read",418
"i realize",133
"i realized",239
"i really",1701
"i recall",31
"i receive",18
"i recently",77
"i recognized",12
"i refuse",71
"i regret",26
"i released",4
"i remain",7
"i remember",518
"i remembered",84
"i rented",4
"i replied",29
"i reply",8
"i respect",47
"i responded",9
"i returned",30
"i run",63
"i said",678
"i sat",111
"i saved",23
"i saw",1077
"i say",624
"i see",1104
"i shall",130
"i shared",32
"i shook",10
"i shot",14
"i should",1025
"i shouldnt",92
"i sign",16
"i signed",39
"i simply",70
"i sit",75
"i so",129
"i sometimes",56
"i spelled",12
"i spent",228
"i spoke",35
"i stand",56
"i start",164
"i started",538
"i stayed",59
"i still",1040
"i stood",48
"i stopped",103
"i study",11
"i suggested",16
"i suppose",220
"i suspect",70
"i take",270
"i talk",70
"i tasted",14
"i tell",217
"i the",111
"i think",5677
"i thought",1860
"i threw",43
"i told",492
"i took",531
"i travel",16
"i tried",397
"i try",314
"i turned",117
"i understand",180
"i use",314
"i used",985
"i volunteered",6
"i wake",102
"i walk",73
"i walked",114
"i wanna",714
"i want",3070
"i wanted",918
"i was",8340
"i wasnt",440
"i watch",163
"i watched",181
"i went",809
"i were",251
"i will",3924
"i wish",1458
"i woke",203
"i wonder",608
"i wont",538
"i worked",139
"i would",3077
"i wouldnt",385
"i write",149
"i wrote",233
"i yelled",15
"ian anderson",3
"ice and",37
"ice at",6
"ice cream",409
"ice hockey",15
"ice in",9
"ice the",4
"ice water",17
"id also",19
"id be",280
"id been",49
"id do",43
"id feel",16
"id get",34
"id go",24
"id had",19
"id just",36
"id let",11
"id like",350
"id never",57
"id rather",151
"id say",124
"id spend",5
"idea and",60
"idea as",11
"idea behind",10
"idea but",32
"idea came",3
"idea for",104
"idea from",15
"idea how",98
"idea i",77
"idea if",20
"idea im",12
"idea in",18
"idea is",57
"idea like",6
"idea of",330
"idea that",123
"idea the",18
"idea to",91
"idea until",3
"idea was",29
"idea what",144
"idea with",9
"ideal for",18
"ideas and",89
"ideas from",16
"ideas im",3
"ideas on",27
"ideas so",6
"ideas than",4
"ideas that",39
"ideas to",37
"ideas which",5
"ideas with",13
"ideas you",11
"identification of",6
"identified as",18
"identified the",9
"identify as",7
"identify it",3
"identify the",19
"identify them",4
"identify what",5
"identify with",9
"identifying the",8
"identity and",18
"identity of",14
"ideology and",8
"idiots and",4
"if a",260
"if all",85
"if american",3
"if an",39
"if and",18
"if any",111
"if anybody",27
"if anyone",222
"if anything",68
"if at",25
"if both",7
"if congress",7
"if either",4
"if ever",20
"if for",22
"if he",594
"if hed",12
"if hell",10
"if hes",71
"if his",35
"if i",3038
"if im",259
"if it",938
"if its",388
"if left",6
"if many",5
"if money",4
"if more",16
"if mr",4
"if necessary",33
"if need",12
"if needed",38
"if no",38
"if nobody",14
"if not",356
"if obama",9
"if on",11
"if one",62
"if only",266
"if or",7
"if our",33
"if people",78
"if possible",24
"if president",4
"if she",286
"if shes",40
"if so",216
"if some",23
"if someone",138
"if something",34
"if tebow",6
"if that",228
"if thats",105
"if the",1010
"if their",34
"if there",328
"if theres",105
"if these",30
"if they",947
"if theyd",8
"if theyre",61
"if things",20
"if this",211
"if those",18
"if used",6
"if using",17
"if we",825
"if were",56
"if what",30
"if you",7483
"if youd",122
"if your",441
"if youre",1010
"if youve",160
"ignore its",3
"ignore the",74
"ignores the",5
"ill also",13
"ill and",14
"ill be",1353
"ill call",47
"ill communication",4
"ill do",117
"ill get",172
"ill go",102
"ill have",321
"ill in",4
"ill just",152
"ill leave",29
"ill never",125
"ill or",4
"ill report",3
"ill say",42
"ill see",157
"ill sit",6
"ill spend",7
"ill take",192
"ill tell",73
"ill will",5
