"w1","w2","w3","rank"
"trying","make","best",3
"trying","make","easier",3
"trying","make","sense",6
"trying","make","sure",7
"trying","make","way",4
"trying","make","work",3
"trying","new","things",5
"trying","put","together",5
"trying","really","hard",3
"trying","stay","warm",3
"trying","take","advantage",4
"tuesday","feb","pm",3
"tuesday","may","th",5
"tuesday","night","will",5
"tuesday","wednesday","thursday",7
"tune","next","week",3
"turn","around","get",3
"turn","things","around",6
"turned","years","old",4
"turning","things","around",4
"tv","land","awards",3
"tv","shows","movies",4
"twenty","minutes","later",5
"twenty","years","ago",6
"twenty","years","now",3
"twilight","zone","episode",3
"twitter","social","media",4
"two","beautiful","daughters",3
"two","black","eyes",3
"two","days","ago",16
"two","days","later",32
"two","days","left",4
"two","days","week",9
"two","different","things",9
"two","favorite","things",4
"two","good","friends",3
"two","half","hours",4
"two","half","men",8
"two","half","years",9
"two","home","runs",10
"two","hours","away",5
"two","hours","day",7
"two","hours","late",5
"two","months","ago",28
"two","months","later",22
"two","people","love",4
"two","small","children",9
"two","three","months",4
"two","three","people",7
"two","three","weeks",6
"two","totally","different",5
"two","two","together",4
"two","weeks","ago",101
"two","weeks","first",4
"two","weeks","get",6
"two","weeks","left",7
"two","weeks","month",3
"two","weeks","think",4
"two","weeks","time",4
"two","weeks","two",4
"two","weeks","will",10
"two","years","ago",192
"two","years","college",9
"two","years","old",16
"unfortunately","many","people",4
"unified","school","district",40
"united","church","christ",8
"united","methodist","church",11
"united","states","america",14
"united","states","europe",10
"united","states","government",9
"united","states","new",5
"united","states","now",3
"university","san","francisco",3
"university","southern","california",9
"unless","otherwise","noted",4
"unlike","anything","else",3
"unlike","anything","ever",5
"upper","east","side",11
"upper","west","side",6
"ups","push","ups",3
"upstate","new","york",13
"us","airways","center",6
"us","armed","forces",4
"us","can","get",6
"us","cant","wait",9
"us","coast","guard",10
"us","every","day",6
"us","feel","better",5
"us","feel","like",6
"us","fish","wildlife",14
"us","get","back",5
"us","help","us",9
"us","house","representatives",7
"us","join","us",6
"us","know","thoughts",6
"us","last","week",9
"us","let","us",17
"us","look","forward",4
"us","look","like",5
"us","make","sure",6
"us","makes","sense",3
"us","monday","april",3
"us","move","forward",7
"us","new","york",4
"us","postal","service",12
"us","right","now",12
"us","social","media",4
"us","supreme","court",44
"us","west","coast",3
"us","will","able",3
"us","will","take",3
"us","work","together",5
"use","cell","phones",5
"use","deadly","force",7
"use","every","single",3
"use","social","networking",4
"used","good","condition",3
"using","cell","phones",3
"using","social","media",12
"using","social","networking",4
"valentines","day","just",6
"vanilla","ice","cream",22
"vegetables","whole","grains",5
"via","twitter","account",4
"vice","president","joe",17
"victims","domestic","violence",3
"video","blog","post",3
"violence","women","act",3
"virgin","olive","oil",13
"visited","last","week",4
"visiting","family","friends",6
"w","th","street",5
"wait","another","day",5
"wait","get","back",19
"wait","get","home",8
"wait","till","get",10
"wait","till","next",14
"waiting","get","home",5
"waiting","hardest","part",5
"waiting","last","minute",3
"waiting","see","will",3
"walk","around","block",4
"walk","fine","line",5
"walk","memory","lane",5
"walk","red","carpet",5
"wall","living","room",3
"wall","street","journal",52
"wall","street","movement",9
"wall","street","protesters",4
"walt","disney","world",7
"want","anyone","know",5
"want","feel","like",4
"want","get","back",14
"want","get","involved",11
"want","get","something",5
"want","give","back",7
"want","give","try",3
"want","go","back",31
"want","go","home",25
"want","go","school",23
"want","go","see",14
"want","go","tell",3
"want","kids","go",3
"want","know","people",4
"want","know","something",5
"want","know","will",4
"want","live","life",5
"want","live","like",3
"want","look","good",5
"want","look","like",12
"want","make","sure",50
"want","money","back",6
"want","people","know",6
"want","people","think",5
"want","play","game",3
"want","see","photos",3
"want","see","something",5
"want","something","good",4
"want","something","like",6
"want","sound","like",6
"want","spend","time",12
"want","take","back",3
"want","take","time",6
"want","work","hard",4
"wanted","dead","alive",3
"wanted","go","back",6
"wanted","go","home",4
"wanted","go","see",4
"wanted","let","know",22
"wanted","make","sure",29
"wanted","something","different",5
"wants","go","outside",4
"warm","summer","day",4
"warner","music","group",4
"washington","dc","area",4
"waste","time","resources",3
"watch","youtube","videos",3
"watching","american","idol",6
"watching","tv","show",4
"water","every","day",3
"way","back","home",12
"way","back","last",5
"way","can","help",10
"way","can","make",7
"way","can","win",5
"way","east","coast",3
"way","even","though",4
"way","first","time",5
"way","get","people",3
"way","get","rid",5
"way","home","work",8
"way","hope","will",4
"way","know","going",4
"way","long","time",6
"way","looking","things",3
"way","make","money",5
"way","make","sure",4
"way","mans","heart",3
"way","many","people",4
"way","new","york",3
"way","shape","form",7
"way","take","care",7
"way","things","going",4
"way","things","like",3
"way","will","able",4
"way","will","get",6
"wearing","high","heels",6
"wearing","seat","belt",6
"web","site","will",4
"wednesday","may","pm",5
"wednesday","night","pm",3
"week","looks","like",6
"week","next","week",6
"week","upon","us",3
"week","will","get",7
"week","will","see",6
"weekend","feel","like",5
"weekend","looking","forward",5
"weeks","ago","still",4
"weeks","ago","think",4
"weeks","will","back",6
"well","first","time",7
"well","last","night",8
"well","lets","just",9
"well","looking","forward",6
"well","looks","like",16
"well","lot","people",4
"well","maybe","can",5
"well","never","mind",3
"well","next","year",4
"well","right","now",6
"well","think","going",4
"well","will","get",3
"well","will","just",10
"well","will","keep",4
"well","will","try",6
"went","back","sleep",5
"went","back","work",6
"went","culinary","school",3
"went","grocery","store",4
"went","high","school",13
"went","last","week",6
"went","really","well",14
"went","right","back",7
"west","palm","beach",8
"west","side","story",18
"west","th","street",21
"wet","n","wild",4
"wet","tshirt","contest",9
"whatever","can","get",4
"whatever","makes","happy",4
"whatever","takes","get",3
"whatever","want","long",4
"whenever","can","get",4
"whether","good","bad",6
"white","house","correspondents",8
"whole","lot","better",12
"whole","lot","easier",5
"whole","lot","people",7
"whole","new","level",16
"whole","new","world",13
"whole","thing","just",5
"whole","wide","world",10
"whole","world","will",4
"wife","three","children",5
"will","able","attend",5
"will","able","cover",3
"will","able","find",10
"will","able","get",25
"will","able","go",6
"will","able","help",6
"will","able","make",14
"will","able","offer",4
"will","able","see",15
"will","able","stay",4
"will","able","take",5
"will","able","tell",3
"will","accept","offer",3
"will","actually","get",5
"will","allow","us",9
"will","almost","certainly",9
"will","also","feature",6
"will","also","find",14
"will","also","help",7
"will","always","find",9
"will","always","look",7
"will","always","love",38
"will","always","need",3
"will","always","part",9
"will","always","place",3
"will","always","remember",18
"will","always","remembered",9
"will","among","first",3
"will","announce","new",5
"will","announce","winner",15
"will","announced","friday",3
"will","answer","questions",5
"will","back","next",13
"will","back","soon",23
"will","become","clear",5
"will","bring","back",8
"will","bring","new",3
"will","call","back",8
"will","celebrate","th",3
"will","change","life",8
"will","change","mind",8
"will","check","see",4
"will","coming","home",3
"will","continue","grow",9
"will","continue","work",11
"will","definitely","go",4
"will","definitely","see",4
"will","entered","win",4
"will","even","get",7
"will","even","greater",3
"will","ever","able",10
"will","ever","find",7
"will","ever","forget",8
"will","ever","get",18
"will","ever","hear",3
"will","ever","know",12
"will","ever","learn",4
"will","ever","see",8
"will","everything","can",6
"will","figure","something",8
"will","finally","get",5
"will","find","just",3
"will","find","us",5
"will","find","way",15
"will","fine","will",3
"will","first","admit",5
"will","first","know",8
"will","first","time",20
"will","follow","will",5
"will","forever","grateful",6
"will","forgive","will",3
"will","get","another",5
"will","get","anywhere",4
"will","get","back",47
"will","get","better",36
"will","get","chance",19
"will","get","done",13
"will","get","easier",4
"will","get","far",5
"will","get","first",6
"will","get","good",5
"will","get","hang",4
"will","get","harder",3
"will","get","information",3
"will","get","just",4
"will","get","little",5
"will","get","lucky",3
"will","get","million",4
"will","get","much",9
"will","get","new",6
"will","get","next",7
"will","get","now",3
"will","get","one",16
"will","get","see",19
"will","get","shot",4
"will","get","something",4
"will","get","started",4
"will","get","together",10
"will","give","back",7
"will","give","chance",4
"will","give","final",3
"will","give","first",7
"will","give","gift",3
"will","give","one",12
"will","give","us",13
"will","go","away",19
"will","go","back",33
"will","go","far",16
"will","go","first",6
"will","go","great",3
"will","go","long",11
"will","go","sale",8
"will","go","will",5
"will","good","news",4
"will","happen","soon",6
"will","happy","hear",7
"will","held","accountable",4
"will","held","april",4
"will","held","next",4
"will","held","pm",22
"will","help","determine",4
"will","help","get",19
"will","help","keep",8
"will","help","make",15
"will","help","people",5
"will","help","us",9
"will","interesting","see",40
"will","interesting","watch",3
"will","join","us",21
"will","just","fine",10
"will","just","go",15
"will","just","keep",10
"will","just","make",17
"will","just","say",10
"will","just","see",7
"will","just","stay",5
"will","just","take",14
"will","just","wait",9
"will","keep","coming",7
"will","keep","eye",14
"will","keep","getting",5
"will","keep","going",6
"will","keep","informed",3
"will","keep","posted",39
"will","keep","us",6
"will","know","will",4
"will","last","long",15
"will","lead","us",8
"will","left","behind",5
"will","likely","never",4
"will","little","note",3
"will","look","around",3
"will","look","back",10
"will","look","elsewhere",4
"will","look","great",5
"will","look","like",28
"will","lot","less",3
"will","love","forever",16
"will","love","will",3
"will","make","appearance",6
"will","make","better",4
"will","make","difference",13
"will","make","easier",11
"will","make","everyone",4
"will","make","feel",19
"will","make","good",7
"will","make","great",6
"will","make","happen",11
"will","make","look",3
"will","make","new",5
"will","make","obvious",4
"will","make","people",3
"will","make","sure",51
"will","make","time",9
"will","make","us",12
"will","make","way",10
"will","make","work",6
"will","meet","today",3
"will","much","better",11
"will","much","easier",7
"will","need","get",6
"will","need","help",6
"will","need","something",3
"will","never","able",28
"will","never","another",5
"will","never","change",16
"will","never","die",6
"will","never","doubt",3
"will","never","enough",4
"will","never","ever",15
"will","never","find",14
"will","never","forget",59
"will","never","get",60
"will","never","go",14
"will","never","happen",13
"will","never","hear",3
"will","never","know",45
"will","never","leave",15
"will","never","let",11
"will","never","make",8
"will","never","perfect",3
"will","never","person",3
"will","never","reach",3
"will","never","see",28
"will","never","understand",24
"will","next","week",9
"will","next","year",7
"will","now","begin",3
"will","one","day",18
"will","open","door",4
"will","open","doors",5
"will","open","pm",10
"will","open","saturday",4
"will","pay","attention",5
"will","pay","back",7
"will","pay","price",4
"will","posted","soon",5
"will","power","attorney",3
"will","probably","get",13
"will","probably","happen",3
"will","probably","just",9
"will","probably","need",3
"will","probably","never",9
"will","probably","play",5
"will","probably","stay",4
"will","probably","try",6
"will","probably","use",5
"will","probably","want",6
"will","probably","work",3
"will","put","back",5
"will","receive","credit",4
"will","receive","free",8
"will","receive","gift",7
"will","released","may",7
"will","report","back",10
"will","save","much",3
"will","save","time",5
"will","say","hello",4
"will","say","like",4
"will","say","one",4
"will","say","something",6
"will","say","will",5
"will","see","can",35
"will","see","couple",3
"will","see","far",3
"will","see","get",6
"will","see","goes",11
"will","see","happens",17
"will","see","lot",6
"will","see","much",5
"will","see","next",18
"will","see","people",4
"will","see","soon",29
"will","see","two",3
"will","see","us",6
"will","see","well",3
"will","see","work",4
"will","send","message",5
"will","send","one",9
"will","serve","lunch",3
"will","set","back",4
"will","soon","begin",4
"will","soon","enough",5
"will","soon","find",3
"will","soon","forget",8
"will","soon","get",4
"will","soon","see",5
"will","sound","like",4
"will","spend","time",7
"will","stand","behind",3
"will","start","pm",8
"will","still","get",13
"will","still","go",4
"will","still","love",5
"will","still","need",6
"will","still","watch",3
"will","still","work",6
"will","surely","take",5
"will","take","advantage",5
"will","take","another",6
"will","take","away",11
"will","take","care",33
"will","take","couple",5
"will","take","days",4
"will","take","everything",4
"will","take","get",11
"will","take","least",4
"will","take","long",9
"will","take","look",17
"will","take","minutes",3
"will","take","much",4
"will","take","offer",4
"will","take","one",11
"will","take","place",108
"will","take","responsibility",4
"will","take","three",5
"will","take","time",22
"will","take","us",11
"will","take","whatever",4
"will","take","word",7
"will","taken","care",6
"will","tell","can",3
"will","tell","one",6
"will","tell","work",3
"will","try","best",14
"will","try","catch",5
"will","try","find",14
"will","try","get",33
"will","try","make",15
"will","try","stay",5
"will","turn","around",8
"will","turn","back",3
"will","use","time",3
"will","vote","obama",3
"will","wait","another",4
"will","wait","see",13
"will","walk","away",9
"will","whatever","takes",5
"will","win","award",3
"will","win","one",6
"will","work","hard",5
"will","work","just",3
"will","work","together",6
"william","kate","middleton",5
"wine","tastes","like",3
"winner","will","announced",13
"winner","will","get",7
"winner","will","receive",16
"winners","will","announced",7
"wish","go","back",10
"within","city","limits",4
"within","couple","weeks",5
"within","five","years",9
"within","next","couple",4
"within","next","days",6
"within","next","two",5
"within","next","week",5
"within","next","weeks",7
"within","two","hours",5
"within","walking","distance",20
"without","breaking","sweat",3
"without","hard","work",4
"without","sounding","like",6
"women","human","beings",3
"won","th","game",3
"wonder","will","end",3
"wonders","never","cease",4
"words","can","express",6
"work","around","house",3
"work","behind","scenes",5
"work","can","find",4
"work","can","get",9
"work","done","every",4
"work","every","day",20
"work","full","time",11
"work","get","back",3
"work","hard","enough",3
"work","hard","get",7
"work","hard","make",5
"work","hard","work",4
"work","last","week",6
"work","little","bit",5
"work","make","sure",6
"work","needs","done",7
"work","never","done",5
"work","next","time",3
"work","one","day",8
"work","really","well",7
"work","right","now",11
"work","together","good",3
"work","way","back",5
"work","way","will",3
"work","well","enough",3
"work","will","give",3
"work","will","take",4
"worked","really","hard",6
"worked","really","well",8
"working","full","time",12
"working","hard","keep",4
"working","hours","week",4
"working","part","time",8
"working","really","hard",6
"working","really","well",3
"working","right","now",13
"works","just","like",4
"works","pretty","well",3
"world","autism","awareness",5
"world","better","place",21
"world","can","see",5
"world","health","organization",14
"world","press","freedom",3
"world","right","now",13
"world","trade","center",32
"world","war","ii",125
"world","wide","web",11
"world","will","end",9
"world","will","know",3
"world","will","little",3
"worst","case","scenario",8
"worst","thing","can",5
"worst","thing","ever",15
"worth","every","penny",15
"wrong","place","wrong",9
"wrote","blog","post",6
"xmen","first","class",6
"yankees","red","sox",9
"year","ago","one",3
"year","ahead","us",3
"year","around","time",4
"year","every","year",4
"year","first","time",6
"year","get","go",3
"year","half","ago",12
"year","high","school",23
"year","just","started",4
"year","old","baby",3
"year","old","boy",20
"year","old","son",23
"year","old","will",6
"year","old","woman",9
"year","will","give",3
"year","will","help",3
"year","will","probably",5
"year","will","see",3
"year","will","take",4
"year","year","however",3
"year","year","year",4
"year","years","ago",3
"years","ago","finally",4
"years","ago","first",5
"years","ago","just",9
"years","ago","last",6
"years","ago","lost",3
"years","ago","never",5
"years","ago","new",5
"years","ago","now",13
"years","ago","said",22
"years","ago","started",7
"years","ago","still",10
"years","ago","thought",4
"years","ago","today",49
"years","ago","years",6
"years","eve","party",4
"years","high","school",8
"years","later","still",8
"years","long","time",7
"years","old","can",3
"years","old","now",8
"years","old","still",6
"years","old","will",3
"years","old","worked",3
"years","old","year",6
"years","since","last",4
"yellow","split","peas",3
"yellowstone","national","park",4
"yes","yes","yes",58
"yesterday","great","day",5
"yesterday","trying","figure",3
"yet","another","example",4
"yet","another","reason",7
"yet","another","sign",4
"york","daily","news",11
"york","los","angeles",10
"york","new","jersey",20
"york","new","york",16
"york","stock","exchange",28
"york","times","reported",8
"youd","like","help",4
"youd","like","see",11
"young","adult","novel",6
"young","award","winner",7
"young","men","women",8
"youve","got","good",4
"youve","got","kidding",8
"youve","got","make",7
"youve","got","something",5
"youve","got","two",4
"youve","just","got",10
"youve","never","heard",12
"youve","never","seen",7
"youve","probably","never",3
"youve","still","got",5
"yves","saint","laurent",4
"zac","brown","band",13
